0	14	4	4	4	2	0	0	0
191	22	8	4	4	2	1	3	0
560	22	8	4	4	2	1	3	0
927	22	8	4	4	2	1	3	0
1279	22	8	4	4	2	1	3	0
1632	23	8	4	4	2	1	3	1
1954	24	8	4	4	2	1	3	2
2270	24	8	4	4	2	1	3	2
2606	24	8	4	4	2	1	3	2
2958	24	8	4	4	2	1	3	2
3302	24	8	4	4	2	1	3	2
3642	24	8	4	4	2	1	3	2
4003	25	8	4	4	2	2	3	2
4290	26	8	4	4	2	3	3	2
4623	27	8	4	4	2	3	3	3
4898	27	8	4	4	2	3	3	3
5198	27	8	4	4	2	3	3	3
5476	27	8	4	4	2	3	3	3
5740	27	8	4	4	2	3	3	3
6020	27	8	4	4	2	3	3	3
6320	28	8	4	4	2	4	3	3
6567	30	8	4	4	2	6	3	3
6823	30	8	4	4	2	6	3	3
7069	30	8	4	4	2	6	3	3
7327	30	8	4	4	2	6	3	3
7582	30	8	4	4	2	6	3	3
7824	30	8	4	4	2	6	3	3
8077	30	8	4	4	2	6	3	3
8343	31	8	4	4	2	6	3	4
8577	31	8	4	4	2	6	3	4
8814	31	8	4	4	2	6	3	4
9045	32	8	4	4	2	7	3	4
9278	32	8	4	4	2	7	3	4
9493	33	8	4	4	2	8	3	4
9716	33	8	4	4	2	8	3	4
9933	33	8	4	4	2	8	3	4
10152	34	8	4	4	2	9	3	4
10382	35	8	4	4	2	10	3	4
10595	35	8	4	4	2	10	3	4
10803	35	8	4	4	2	10	3	4
10992	36	8	4	4	2	10	3	5
11196	36	8	4	4	2	10	3	5
11398	37	8	4	4	2	11	3	5
11586	37	8	4	4	2	11	3	5
11775	37	8	4	4	2	11	3	5
11977	37	8	4	4	2	11	3	5
12181	37	8	4	4	2	11	3	5
12363	38	8	4	4	2	12	3	5
12535	40	8	4	4	2	13	3	6
12713	40	8	4	4	2	13	3	6
12882	40	8	4	4	2	13	3	6
13063	40	8	4	4	2	13	3	6
13233	40	8	4	4	2	13	3	6
13400	40	8	4	4	2	13	3	6
13573	40	8	4	4	2	13	3	6
13752	40	8	4	4	2	13	3	6
13943	40	8	4	4	2	13	3	6
14116	40	8	4	4	2	13	3	6
14294	41	8	4	4	2	14	3	6
14462	41	8	4	4	2	14	3	6
14619	41	8	4	4	2	14	3	6
14776	42	8	4	4	2	15	3	6
14941	42	8	4	4	2	15	3	6
15115	42	8	4	4	2	15	3	6
15288	42	8	4	4	2	15	3	6
15442	42	8	4	4	2	15	3	6
15609	42	8	4	4	2	15	3	6
15774	42	8	4	4	2	15	3	6
15945	42	8	4	4	2	15	3	6
16093	42	8	4	4	2	15	3	6
16266	42	8	4	4	2	15	3	6
16408	44	8	4	4	2	17	3	6
16561	44	8	4	4	2	17	3	6
16713	45	8	4	4	2	18	3	6
16841	45	8	4	4	2	18	3	6
16985	46	8	4	4	2	18	3	7
17128	46	8	4	4	2	18	3	7
17279	46	8	4	4	2	18	3	7
17427	46	8	4	4	2	18	3	7
17581	46	8	4	4	2	18	3	7
17724	47	8	4	4	2	18	3	8
17865	47	8	4	4	2	18	3	8
18004	47	8	4	4	2	18	3	8
18154	47	8	4	4	2	18	3	8
18291	47	8	4	4	2	18	3	8
18436	48	8	4	4	2	19	3	8
18572	48	8	4	4	2	19	3	8
18712	48	8	4	4	2	19	3	8
18855	48	8	4	4	2	19	3	8
18997	48	8	4	4	2	19	3	8
19131	49	8	4	4	2	19	3	9
19266	49	8	4	4	2	19	3	9
19403	49	8	4	4	2	19	3	9
19535	49	8	4	4	2	19	3	9
19669	49	8	4	4	2	19	3	9
19799	50	8	4	4	2	20	3	9
19931	50	8	4	4	2	20	3	9
20071	50	8	4	4	2	20	3	9
20209	50	8	4	4	2	20	3	9
20336	50	8	4	4	2	20	3	9
20465	50	8	4	4	2	20	3	9
20589	50	8	4	4	2	20	3	9
20716	51	8	4	4	2	20	3	10
20842	51	8	4	4	2	20	3	10
20975	51	8	4	4	2	20	3	10
21103	51	8	4	4	2	20	3	10
21229	51	8	4	4	2	20	3	10
21359	51	8	4	4	2	20	3	10
21488	52	8	4	4	2	20	3	11
21617	52	8	4	4	2	20	3	11
21745	52	8	4	4	2	20	3	11
21867	52	8	4	4	2	20	3	11
21998	52	8	4	4	2	20	3	11
22119	52	8	4	4	2	20	3	11
22242	52	8	4	4	2	20	3	11
22368	52	8	4	4	2	20	3	11
22497	53	8	4	4	2	20	3	12
22629	53	8	4	4	2	20	3	12
22752	53	8	4	4	2	20	3	12
22891	53	8	4	4	2	20	3	12
23019	53	8	4	4	2	20	3	12
23143	53	8	4	4	2	20	3	12
23260	55	8	4	4	2	22	3	12
23379	55	8	4	4	2	22	3	12
23499	56	8	4	4	2	23	3	12
23615	56	8	4	4	2	23	3	12
23730	56	8	4	4	2	23	3	12
23846	56	8	4	4	2	23	3	12
23968	56	8	4	4	2	23	3	12
24082	56	8	4	4	2	23	3	12
24196	56	8	4	4	2	23	3	12
24311	56	8	4	4	2	23	3	12
24430	56	8	4	4	2	23	3	12
24552	56	8	4	4	2	23	3	12
24669	56	8	4	4	2	23	3	12
24786	56	8	4	4	2	23	3	12
24898	56	8	4	4	2	23	3	12
25005	59	8	4	4	2	25	3	13
25118	59	8	4	4	2	25	3	13
25229	59	8	4	4	2	25	3	13
25352	59	8	4	4	2	25	3	13
25467	59	8	4	4	2	25	3	13
25581	60	8	4	4	2	26	3	13
25688	60	8	4	4	2	26	3	13
25802	60	8	4	4	2	26	3	13
25913	60	8	4	4	2	26	3	13
26020	60	8	4	4	2	26	3	13
26133	60	8	4	4	2	26	3	13
26240	60	8	4	4	2	26	3	13
26342	61	8	4	4	2	27	3	13
26456	61	8	4	4	2	27	3	13
26556	63	8	4	4	2	28	3	14
26663	63	8	4	4	2	28	3	14
26765	63	8	4	4	2	28	3	14
26873	63	8	4	4	2	28	3	14
26977	63	8	4	4	2	28	3	14
27089	63	8	4	4	2	28	3	14
27193	63	8	4	4	2	28	3	14
27290	63	8	4	4	2	28	3	14
27401	63	8	4	4	2	28	3	14
27503	63	8	4	4	2	28	3	14
27611	63	8	4	4	2	28	3	14
27715	63	8	4	4	2	28	3	14
27816	63	8	4	4	2	28	3	14
27930	63	8	4	4	2	28	3	14
28031	64	8	4	4	2	29	3	14
28131	65	8	4	4	2	29	3	15
28234	65	8	4	4	2	29	3	15
28343	65	8	4	4	2	29	3	15
28452	65	8	4	4	2	29	3	15
28551	65	8	4	4	2	29	3	15
28652	65	8	4	4	2	29	3	15
